NCI1/NCI1.	1	0	21	21

NCI1/NCI1.	2	0	24	26

NCI1/NCI1.	3	0	29	29

NCI1/NCI1.	4	0	28	31

NCI1/NCI1.	5	0	23	23

NCI1/NCI1.	6	0	26	27

NCI1/NCI1.	7	0	13	13

NCI1/NCI1.	8	0	16	18

NCI1/NCI1.	9	0	26	27

NCI1/NCI1.	10	0	20	21

NCI1/NCI1.	11	0	28	29

NCI1/NCI1.	12	0	17	18

NCI1/NCI1.	13	0	10	10

NCI1/NCI1.	14	0	17	18

NCI1/NCI1.	15	0	31	34

NCI1/NCI1.	16	0	26	28

NCI1/NCI1.	17	0	12	11

NCI1/NCI1.	18	0	31	34

NCI1/NCI1.	19	0	19	20

NCI1/NCI1.	20	0	18	19

NCI1/NCI1.	21	0	16	17

NCI1/NCI1.	22	0	22	25

NCI1/NCI1.	23	0	29	31

NCI1/NCI1.	24	0	29	31

NCI1/NCI1.	25	0	21	23

NCI1/NCI1.	26	0	34	36

NCI1/NCI1.	27	0	19	21

NCI1/NCI1.	28	0	19	19

NCI1/NCI1.	29	0	18	20

NCI1/NCI1.	30	0	16	17

NCI1/NCI1.	31	0	28	31

NCI1/NCI1.	32	0	21	23

NCI1/NCI1.	33	0	20	21

NCI1/NCI1.	34	0	31	35

NCI1/NCI1.	35	0	27	28

NCI1/NCI1.	36	0	26	27

NCI1/NCI1.	37	0	21	22

NCI1/NCI1.	38	0	29	29

NCI1/NCI1.	39	0	41	44

NCI1/NCI1.	40	0	29	30

NCI1/NCI1.	41	0	25	25

NCI1/NCI1.	42	0	38	42

NCI1/NCI1.	43	0	23	24

NCI1/NCI1.	44	0	20	21

NCI1/NCI1.	45	0	17	17

NCI1/NCI1.	46	0	15	14

NCI1/NCI1.	47	0	36	39

NCI1/NCI1.	48	0	22	25

NCI1/NCI1.	49	0	25	27

NCI1/NCI1.	50	0	34	36

NCI1/NCI1.	51	0	18	19

NCI1/NCI1.	52	0	21	22

NCI1/NCI1.	53	0	27	29

NCI1/NCI1.	54	0	22	24

NCI1/NCI1.	55	0	27	30

NCI1/NCI1.	56	0	33	37

NCI1/NCI1.	57	0	21	23

NCI1/NCI1.	58	0	19	21

NCI1/NCI1.	59	0	13	13

NCI1/NCI1.	60	0	18	19

NCI1/NCI1.	61	0	27	25

NCI1/NCI1.	62	0	17	19

NCI1/NCI1.	63	0	51	57

NCI1/NCI1.	64	0	44	50

NCI1/NCI1.	65	0	19	21

NCI1/NCI1.	66	0	19	21

NCI1/NCI1.	67	0	19	20

NCI1/NCI1.	68	0	38	42

NCI1/NCI1.	69	0	34	36

NCI1/NCI1.	70	0	25	26

NCI1/NCI1.	71	0	26	29

NCI1/NCI1.	72	0	50	56

NCI1/NCI1.	73	0	28	26

NCI1/NCI1.	74	0	39	42

NCI1/NCI1.	75	0	13	12

NCI1/NCI1.	76	0	17	18

NCI1/NCI1.	77	0	28	25

NCI1/NCI1.	78	0	44	50

NCI1/NCI1.	79	0	21	24

NCI1/NCI1.	80	0	15	15

NCI1/NCI1.	81	0	16	16

NCI1/NCI1.	82	0	36	41

NCI1/NCI1.	83	0	25	26

NCI1/NCI1.	84	0	22	24

NCI1/NCI1.	85	0	54	66

NCI1/NCI1.	86	0	18	19

NCI1/NCI1.	87	0	23	27

NCI1/NCI1.	88	0	29	29

NCI1/NCI1.	89	0	18	19

NCI1/NCI1.	90	0	39	42

NCI1/NCI1.	91	0	46	52

NCI1/NCI1.	92	0	24	26

NCI1/NCI1.	93	0	33	36

NCI1/NCI1.	94	0	25	22

NCI1/NCI1.	95	0	20	23

NCI1/NCI1.	96	0	28	29

NCI1/NCI1.	97	0	12	12

NCI1/NCI1.	98	0	32	34

NCI1/NCI1.	99	0	24	26

NCI1/NCI1.	100	0	27	29

NCI1/NCI1.	101	0	24	26

NCI1/NCI1.	102	0	47	48

